animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
123,Fushigi Yuugi,Mysterious Play,ふしぎ遊戯,"['Fushigi Yugi', 'Curious Play']",TV,Manga,"['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']","['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",['Studio Pierrot'],52,Finished Airing,FALSE,"{'from': '1995-04-06T00:00:00+00:00', 'to': '1996-03-28T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 1995}, 'to': {'day': 28, 'month': 3, 'year': 1996}}, 'string': 'Apr 6, 1995 to Mar 28, 1996'}",23 min per ep,PG-13 - Teens 13 or older,7.75,35246,989,1197,77831,2027,"While visiting the National Library, junior-high students Miaka Yuuki and Yui Hongo are transported into the world of a mysterious book set in ancient China, ""The Universe of The Four Gods."" Miaka suddenly finds herself with the responsibility of being the priestess of Suzaku, and must find all of her celestial warriors for the purpose of summoning Suzaku for three wishes; however, the enemy nation of the god Seiryuu has manipulated Yui into becoming the priestess of Seiryuu. As enemies, the former best friends begin their long struggle to summon their respective gods and obtain their wishes... [Written by MAL Rewrite]",,Spring 1995,Thursdays at 18:00 (JST),"{'Adaptation': [{'mal_id': 84, 'type': 'manga', 'name': 'Fushigi Yuugi', 'url': 'https://myanimelist.net/manga/84/Fushigi_Yuugi'}], 'Sequel': [{'mal_id': 380, 'type': 'anime', 'name': 'Fushigi Yuugi OVA', 'url': 'https://myanimelist.net/anime/380/Fushigi_Yuugi_OVA'}]}"
124,Fushigi Yuugi: Eikouden,Mysterious Play: Eikoden,ふしぎ遊戯 -永光伝,['Fushigi Yuugi OVA 3'],OVA,Manga,[],"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']",['Studio Pierrot'],4,Finished Airing,FALSE,"{'from': '2001-12-21T00:00:00+00:00', 'to': '2002-06-25T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 12, 'year': 2001}, 'to': {'day': 25, 'month': 6, 'year': 2002}}, 'string': 'Dec 21, 2001 to Jun 25, 2002'}",30 min per ep,PG-13 - Teens 13 or older,6.96,7196,3799,3495,13562,65,"Taka (technically Tamahome) and Miaka are now happily married and only six months before their new family would be born, but an obessed girl named Mayo would do anything to make Taka hers. She enters the world of the Four Gods, determined to win Taka's heart and be the new priestess.",,,,"{'Adaptation': [{'mal_id': 18983, 'type': 'manga', 'name': 'Fushigi Yuugi Gaiden', 'url': 'https://myanimelist.net/manga/18983/Fushigi_Yuugi_Gaiden'}], 'Prequel': [{'mal_id': 381, 'type': 'anime', 'name': 'Fushigi Yuugi: Dai Ni Bu', 'url': 'https://myanimelist.net/anime/381/Fushigi_Yuugi__Dai_Ni_Bu'}]}"
125,Futakoi,Twin Love,双恋,[],TV,Original,['Lantis'],"['Comedy', 'Romance', 'School']",['Telecom Animation Film'],13,Finished Airing,FALSE,"{'from': '2004-10-06T00:00:00+00:00', 'to': '2004-12-29T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 10, 'year': 2004}, 'to': {'day': 29, 'month': 12, 'year': 2004}}, 'string': 'Oct 6, 2004 to Dec 29, 2004'}",24 min per ep,PG-13 - Teens 13 or older,6.57,13132,5480,2389,28139,19,"With his mother dead and his father working abroad, Futami Nozomu returns to the town where he lived as a child, to attend high school and work part-time at a local shrine. He soon finds himself caught up in a local legend of twin girls loving the same man. And there are many twin girls in this town.... (Source: ANN)",,Fall 2004,Unknown,"{'Alternative version': [{'mal_id': 126, 'type': 'anime', 'name': 'Futakoi Alternative', 'url': 'https://myanimelist.net/anime/126/Futakoi_Alternative'}]}"
126,Futakoi Alternative,,フタコイ オルタナティブ,['Futakoi 2'],TV,Original,['Lantis'],"['Comedy', 'Drama', 'Romance']","['ufotable', 'feel.', 'Studio Flag']",13,Finished Airing,FALSE,"{'from': '2005-04-07T00:00:00+00:00', 'to': '2005-06-30T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 4, 'year': 2005}, 'to': {'day': 30, 'month': 6, 'year': 2005}}, 'string': 'Apr 7, 2005 to Jun 30, 2005'}",24 min per ep,PG-13 - Teens 13 or older,6.98,9636,3729,2520,25668,64,"The Futaba Detective Agency, being run by Rentarou, who has taken over the family business, after his father's death 3 weeks ago. Along w/ Sara & Souju, his live-in identical twin assistants. He ends up running afoul of the local Yakuza. (Source: ANN)",,Spring 2005,Unknown,"{'Adaptation': [{'mal_id': 12913, 'type': 'manga', 'name': 'Futakoi Alternative', 'url': 'https://myanimelist.net/manga/12913/Futakoi_Alternative'}], 'Alternative version': [{'mal_id': 125, 'type': 'anime', 'name': 'Futakoi', 'url': 'https://myanimelist.net/anime/125/Futakoi'}]}"
127,Gate Keepers,,ゲートキーパーズ,['Gatekeepers'],TV,Game,['Media Factory'],"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",['Gonzo'],24,Finished Airing,FALSE,"{'from': '2000-04-03T00:00:00+00:00', 'to': '2000-09-18T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 4, 'year': 2000}, 'to': {'day': 18, 'month': 9, 'year': 2000}}, 'string': 'Apr 3, 2000 to Sep 18, 2000'}",25 min per ep,PG-13 - Teens 13 or older,7.04,7175,3511,3125,17132,55,"It is Tokyo, 1969. Earth is under the attack of the ""Invaders."" Fortunately, though, the public is unaware of this. But to the secret orginazation, A.E.G.I.S., the threat is very real, and it is up them to stop this invasion. One day on his route to high school, Ukiya Shun observes a battle between a young girl and a group of Invaders. He ends up helping her and discovers that much like the girl, he possesses the ability to generate a ""gate"" of special power that only a few other people are gifted with. As a result, Ukiya then joins A.E.G.I.S. in an effort to recruit other Gate Keepers in order to protect the city, all while doing his best not to imitate his late father, whom he dispises. (Source: ANN)",,Spring 2000,Unknown,"{'Adaptation': [{'mal_id': 321, 'type': 'manga', 'name': 'Gate Keepers', 'url': 'https://myanimelist.net/manga/321/Gate_Keepers'}], 'Sequel': [{'mal_id': 128, 'type': 'anime', 'name': 'Gate Keepers 21', 'url': 'https://myanimelist.net/anime/128/Gate_Keepers_21'}]}"
128,Gate Keepers 21,,ゲートキーパーズ21,['Gatekeepers 21'],OVA,Game,[],"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",['Gonzo'],6,Finished Airing,FALSE,"{'from': '2002-04-24T00:00:00+00:00', 'to': '2003-01-08T00:00:00+00:00', 'prop': {'from': {'day': 24, 'month': 4, 'year': 2002}, 'to': {'day': 8, 'month': 1, 'year': 2003}}, 'string': 'Apr 24, 2002 to Jan 8, 2003'}",30 min per ep,PG-13 - Teens 13 or older,6.85,3789,4202,4245,8467,21,"Thirty-two years have passed since the initial defeat of the Invaders. A.E.G.I.S is all but dismantled now and has become an underground organization consisting of only a few Gate Keepers left to save humanity. One of the members, Ayane Isuzu, is sick of society as a whole, though she continues to defeat the Invaders out of spite for her father. Suddenly, she learns of the revival of Machine General (Kikai Shogun) and Devil Count (Akuma Hakushaku), but a mysterious ghost girl now accompanies them. It is up to Ayane and the remnants of A.E.G.I.S to stop them and save humanity once again. (Source: ANN)",,,,"{'Prequel': [{'mal_id': 127, 'type': 'anime', 'name': 'Gate Keepers', 'url': 'https://myanimelist.net/anime/127/Gate_Keepers'}]}"
129,Gensoumaden Saiyuuki,Saiyuki,幻想魔伝 最遊記,['Gensou Maden Saiyuki'],TV,Manga,"['TV Tokyo', 'Dentsu', 'Group TAC']","['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",['Studio Pierrot'],50,Finished Airing,FALSE,"{'from': '2000-04-04T00:00:00+00:00', 'to': '2001-03-27T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 4, 'year': 2000}, 'to': {'day': 27, 'month': 3, 'year': 2001}}, 'string': 'Apr 4, 2000 to Mar 27, 2001'}",23 min per ep,R - 17+ (violence & profanity),7.67,15344,1183,1943,40022,772,"Many years ago, humans and demons lived in harmony. But that unity ended when demons started attacking humans and plotted a mission to unleash Gyumao—an evil demon imprisoned for thousands of years. Now, Genjo Sanzo, a rogue priest, must team up with three demons—Sha Gojyo, Son Goku, and Cho Hakkai—and embark on a perilous journey to the west to stop these demons from resurrecting Gyumao and restore the balance between humans and demons on Earth. (Source: ANN)",,Spring 2000,Tuesdays at 18:30 (JST),"{'Adaptation': [{'mal_id': 509, 'type': 'manga', 'name': 'Saiyuuki', 'url': 'https://myanimelist.net/manga/509/Saiyuuki'}], 'Sequel': [{'mal_id': 130, 'type': 'anime', 'name': 'Saiyuuki Reload', 'url': 'https://myanimelist.net/anime/130/Saiyuuki_Reload'}], 'Side story': [{'mal_id': 484, 'type': 'anime', 'name': 'Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka', 'url': 'https://myanimelist.net/anime/484/Gensoumaden_Saiyuuki_Movie__Requiem_-_Erabarezaru_Mono_e_no_Chinkonka'}, {'mal_id': 3218, 'type': 'anime', 'name': 'Gensoumaden Saiyuuki OVA', 'url': 'https://myanimelist.net/anime/3218/Gensoumaden_Saiyuuki_OVA'}, {'mal_id': 4476, 'type': 'anime', 'name': 'Gensoumaden Saiyuuki: Kibou no Zaika', 'url': 'https://myanimelist.net/anime/4476/Gensoumaden_Saiyuuki__Kibou_no_Zaika'}], 'Prequel': [{'mal_id': 2143, 'type': 'anime', 'name': 'Saiyuuki Reload: Burial', 'url': 'https://myanimelist.net/anime/2143/Saiyuuki_Reload__Burial'}]}"
130,Saiyuuki Reload,Saiyuki Reload,最遊記RELOAD,"['Saiyuki Reloaded', 'Saiyuki 2', 'Saiyuki R']",TV,Manga,[],"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",['Studio Pierrot'],25,Finished Airing,FALSE,"{'from': '2003-10-02T00:00:00+00:00', 'to': '2004-03-25T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 10, 'year': 2003}, 'to': {'day': 25, 'month': 3, 'year': 2004}}, 'string': 'Oct 2, 2003 to Mar 25, 2004'}",23 min per ep,PG-13 - Teens 13 or older,7.5,9345,1677,2648,23696,102,"Priest Genjo Sanzo and companions Cho Hakkai, Sha Gojyo, and Son Goku maintain their westward journey to stop the resurrection of the demon Gyoumao. As the reputation of the Sanzo Ikkou precedes them, they continue to fight demon assassins at every turn, but they must also deal with increasing tensions within their group in order to defeat a powerful enemy. (Source: ANN)",,Fall 2003,Unknown,"{'Adaptation': [{'mal_id': 509, 'type': 'manga', 'name': 'Saiyuuki', 'url': 'https://myanimelist.net/manga/509/Saiyuuki'}, {'mal_id': 510, 'type': 'manga', 'name': 'Saiyuuki Reload', 'url': 'https://myanimelist.net/manga/510/Saiyuuki_Reload'}], 'Prequel': [{'mal_id': 129, 'type': 'anime', 'name': 'Gensoumaden Saiyuuki', 'url': 'https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki'}], 'Sequel': [{'mal_id': 131, 'type': 'anime', 'name': 'Saiyuuki Reload Gunlock', 'url': 'https://myanimelist.net/anime/131/Saiyuuki_Reload_Gunlock'}]}"
131,Saiyuuki Reload Gunlock,Saiyuki Gunlock,最遊記RELOAD GUNLOCK,"['Saiyuki Reload Gunlock', 'SRG']",TV,Manga,[],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",['Studio Pierrot'],26,Finished Airing,FALSE,"{'from': '2004-04-02T00:00:00+00:00', 'to': '2004-09-24T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 4, 'year': 2004}, 'to': {'day': 24, 'month': 9, 'year': 2004}}, 'string': 'Apr 2, 2004 to Sep 24, 2004'}",24 min per ep,PG-13 - Teens 13 or older,7.51,6086,1645,3187,16424,45,"The Sanzo Ikkou continues its westward journey, on a mission to prevent a demonic resurrection. As Genjo Sanzo, Cho Hakkai, Sha Gojyo, and Son Goku fight their way to their goal, their path is fraught with internal strife. When they encounter a formidable pair of adversaries from the west, the cohesion of the group -- and the fate of the mission -- may be at stake. (Source: ANN)",,Spring 2004,Unknown,"{'Adaptation': [{'mal_id': 510, 'type': 'manga', 'name': 'Saiyuuki Reload', 'url': 'https://myanimelist.net/manga/510/Saiyuuki_Reload'}], 'Prequel': [{'mal_id': 130, 'type': 'anime', 'name': 'Saiyuuki Reload', 'url': 'https://myanimelist.net/anime/130/Saiyuuki_Reload'}], 'Sequel': [{'mal_id': 33726, 'type': 'anime', 'name': 'Saiyuuki Reload Blast', 'url': 'https://myanimelist.net/anime/33726/Saiyuuki_Reload_Blast'}]}"
132,GetBackers,Getbackers,ゲットバッカーズ　奪還屋,"[""GetBackers: Dakkan'ya""]",TV,Manga,"['TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha']","['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",['Studio Deen'],49,Finished Airing,FALSE,"{'from': '2002-10-05T00:00:00+00:00', 'to': '2003-09-20T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 10, 'year': 2002}, 'to': {'day': 20, 'month': 9, 'year': 2003}}, 'string': 'Oct 5, 2002 to Sep 20, 2003'}",24 min per ep,PG-13 - Teens 13 or older,7.68,38643,1152,1043,90279,847,"Mido Ban and Amano Ginji are known as the Get Backers, retrievers with a success rate of 100%. Whatever is lost or stolen, they can definitely get it back. Despite their powerful abilities and enthusiastic behavior, Ban and Ginji are terminally broke no matter what they do simply because few people would actually desire to hire them. As a result, the pair of them tend to do dangerous jobs, often leading to unwanted re-encounters with their old (and dangerous) friends.",,Fall 2002,Saturdays at 17:30 (JST),"{'Adaptation': [{'mal_id': 19, 'type': 'manga', 'name': 'GetBackers', 'url': 'https://myanimelist.net/manga/19/GetBackers'}]}"
133,Green Green,Green Green,グリーングリーン,"['Green Green TV', 'Guri Guri']",TV,Visual novel,"['Pony Canyon', 'Memory-Tech', 'Studio Jack']","['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",['Studio Matrix'],12,Finished Airing,FALSE,"{'from': '2003-07-12T00:00:00+00:00', 'to': '2003-09-27T00:00:00+00:00', 'prop': {'from': {'day': 12, 'month': 7, 'year': 2003}, 'to': {'day': 27, 'month': 9, 'year': 2003}}, 'string': 'Jul 12, 2003 to Sep 27, 2003'}",24 min per ep,R+ - Mild Nudity,6.34,55059,6465,1001,95049,250,"Kanenone Gakuen is an all-male boarding school located in the countryside of Japan. Although an all-male school is nothing new, life can become quite difficult when there are no female students for miles around. In order to help the psychological health of everyone involved, the school board has decided to try and merge with the nearest all-girl boarding school in order to become co-ed. The boys of Kanenone are more than thrilled at the prospect, and the girls are curious as to how interesting school life might become if there were more boys around. Before any serious decisions are made, the girls have been invited to stay at Kanenone for one month as a test. Green Green follows Yuusuke Takazaki and his naughty room mates called the Baka (Idiot) Trio, and their ability to talk to the girls without making complete fools of themselves. But as soon as the school bus with the girls arrives, things become weird, hormonal, and hysterical. In particular, a girl named Midori Chitose leaps off the bus and immediately embraces a very confused Yuusuke. Is he a natural ladies' man, or do the two of them have a shared history that he is not aware of?",,Summer 2003,Unknown,"{'Adaptation': [{'mal_id': 92381, 'type': 'manga', 'name': 'Green Green', 'url': 'https://myanimelist.net/manga/92381/Green_Green'}], 'Sequel': [{'mal_id': 651, 'type': 'anime', 'name': 'Green Green Thirteen: Erolutions', 'url': 'https://myanimelist.net/anime/651/Green_Green_Thirteen__Erolutions'}], 'Alternative version': [{'mal_id': 881, 'type': 'anime', 'name': 'Green Green OVA', 'url': 'https://myanimelist.net/anime/881/Green_Green_OVA'}], 'Side story': [{'mal_id': 1679, 'type': 'anime', 'name': 'Green Green Specials', 'url': 'https://myanimelist.net/anime/1679/Green_Green_Specials'}]}"
134,Gunslinger Girl,Gunslinger Girl,ガンスリンガー・ガール,['Gunslinger Girls'],TV,Manga,"['Marvelous', 'Fuji TV']","['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",['Madhouse'],13,Finished Airing,FALSE,"{'from': '2003-10-09T00:00:00+00:00', 'to': '2004-02-19T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 10, 'year': 2003}, 'to': {'day': 19, 'month': 2, 'year': 2004}}, 'string': 'Oct 9, 2003 to Feb 19, 2004'}",24 min per ep,R - 17+ (violence & profanity),7.5,57472,1662,702,135682,1040,"In the heart of Italy, the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enhanced bodies, the girls are brainwashed and trained as assassins to carry out the dirty work of the Italian Government. Despite all the modifications, they are still just children at heart, struggling for recognition from those they love, even knowing the love they feel is manufactured. This tragic tale unfolds as these girls grapple with their emotions in an agency that treats them as nothing but ruthless killers. [Written by MAL Rewrite]",,Fall 2003,Unknown,"{'Adaptation': [{'mal_id': 649, 'type': 'manga', 'name': 'Gunslinger Girl', 'url': 'https://myanimelist.net/manga/649/Gunslinger_Girl'}], 'Sequel': [{'mal_id': 3231, 'type': 'anime', 'name': 'Gunslinger Girl: Il Teatrino', 'url': 'https://myanimelist.net/anime/3231/Gunslinger_Girl__Il_Teatrino'}]}"
135,Hikaru no Go,Hikaru no Go,ヒカルの碁,"[""Hikaru's Go""]",TV,Manga,"['TV Tokyo', 'Dentsu', 'Dream Force']","['Comedy', 'Game', 'Shounen', 'Supernatural']",['Studio Pierrot'],75,Finished Airing,FALSE,"{'from': '2001-10-10T00:00:00+00:00', 'to': '2003-03-26T00:00:00+00:00', 'prop': {'from': {'day': 10, 'month': 10, 'year': 2001}, 'to': {'day': 26, 'month': 3, 'year': 2003}}, 'string': 'Oct 10, 2001 to Mar 26, 2003'}",23 min per ep,PG-13 - Teens 13 or older,8.16,41770,365,1054,89377,1883,"12-year-old Shindou Hikaru is just your average 6th grader. One day, while searching through his grandfather's attic, he comes across an old Go board. Upon touching the Go board, Hikaru is possessed by the spirit of Fujiwara no Sai, and continues to be haunted by him soon after. Sai was once a great Go player, who committed suicide and continued to stay in the world as a spirit desiring only to play Go once again. Finally bending to Sai's pleas, Hikaru allows Sai to play Go through himself, unknowingly attempting the first game with the young prodigy Touya Akira. Time has finally started moving, as Sai's quest for the perfect game, ""The Hand of God"", is set underway. Based on the manga by Yumi Hotta and Takeshi Obata.",,Fall 2001,Unknown,"{'Adaptation': [{'mal_id': 20, 'type': 'manga', 'name': 'Hikaru no Go', 'url': 'https://myanimelist.net/manga/20/Hikaru_no_Go'}], 'Sequel': [{'mal_id': 645, 'type': 'anime', 'name': 'Hikaru no Go: Kita Hokutohai e no Michi', 'url': 'https://myanimelist.net/anime/645/Hikaru_no_Go__Kita_Hokutohai_e_no_Michi'}], 'Summary': [{'mal_id': 2336, 'type': 'anime', 'name': 'Hikaru no Go: New Year Special', 'url': 'https://myanimelist.net/anime/2336/Hikaru_no_Go__New_Year_Special'}], 'Alternative version': [{'mal_id': 10765, 'type': 'anime', 'name': 'Hikaru no Go: Tokubetsu-hen - Sabaki no Ichikyoku! Inishie no Hana yo Sake!!', 'url': 'https://myanimelist.net/anime/10765/Hikaru_no_Go__Tokubetsu-hen_-_Sabaki_no_Ichikyoku_Inishie_no_Hana_yo_Sake'}]}"
