animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
33,Kenpuu Denki Berserk,Berserk,剣風伝奇ベルセルク,"['Berserk: The Chronicles of Wind Blades', 'Sword-Wind Chronicle Berserk']",TV,Manga,"['VAP', 'Hakusensha', 'Nippon Television Network']","['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",['OLM'],25,Finished Airing,FALSE,"{'from': '1997-10-08T00:00:00+00:00', 'to': '1998-04-01T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 10, 'year': 1997}, 'to': {'day': 1, 'month': 4, 'year': 1998}}, 'string': 'Oct 8, 1997 to Apr 1, 1998'}",25 min per ep,R+ - Mild Nudity,8.47,166504,124,222,325769,13782,"Born from the corpse of his mother, a young mercenary known only as Guts, embraces the battlefield as his only means of survival. Day in and day out, putting his life on the line just to make enough to get by, he moves from one bloodshed to the next. After a run-in with the Band of the Hawk, a formidable troop of mercenaries, Guts is recruited by their charismatic leader Griffith, nicknamed the ""White Hawk."" As he quickly climbed the ranks in order to become the head of the offensive faction, Guts proves to be a mighty addition to Griffith's force, taking Midland by storm. However, while the band's quest for recognition continues, Guts slowly realizes that the world is not as black-and-white as he once assumed. Set in the medieval era, Kenpuu Denki Berserk is a dark, gritty tale that follows one man's struggle to find his own path, while supporting another's lust for power, and the unimaginable tragedy that begins to turn the wheels of fate. [Written by MAL Rewrite]","Kenpuu Denki Berserk is the first anime adaptation of the long-running, ongoing seinen manga series published in the bi-weekly magazine Young Animal created by Kentaro Miura in 1989. While the story in the anime is fairly loyal to the source material, heavy modifications were made to exclude some of the more graphic depictions of violence, as well as characters and other content that could not be covered within the length of the anime’s running time. These changes were approved by the series creator himself.",Fall 1997,Wednesdays at 01:45 (JST),"{'Adaptation': [{'mal_id': 2, 'type': 'manga', 'name': 'Berserk', 'url': 'https://myanimelist.net/manga/2/Berserk'}], 'Alternative version': [{'mal_id': 10218, 'type': 'anime', 'name': 'Berserk: Ougon Jidai-hen I - Haou no Tamago', 'url': 'https://myanimelist.net/anime/10218/Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago'}, {'mal_id': 12113, 'type': 'anime', 'name': 'Berserk: Ougon Jidai-hen II - Doldrey Kouryaku', 'url': 'https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku'}, {'mal_id': 12115, 'type': 'anime', 'name': 'Berserk: Ougon Jidai-hen III - Kourin', 'url': 'https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin'}], 'Sequel': [{'mal_id': 32379, 'type': 'anime', 'name': 'Berserk', 'url': 'https://myanimelist.net/anime/32379/Berserk'}]}"
43,Ghost in the Shell,Ghost in the Shell,GHOST IN THE SHELL（攻殻機動隊）,['Koukaku Kidoutai'],Movie,Manga,"['Bandai Visual', 'Kodansha']","['Action', 'Sci-Fi', 'Police', 'Psychological', 'Mecha', 'Seinen']",['Production I.G'],1,Finished Airing,FALSE,"{'from': '1995-11-18T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 18, 1995'}",1 hr 22 min,R+ - Mild Nudity,8.34,199591,209,177,364643,8400,"In the year 2029, advances in Cybernetics allow people to replace nearly all of their body parts and organs with robotics. Through these prosthetics, the weak are made strong, and the dying are given new life. Public Security Section 9 of Niihama City (a fictional setting inspired by Hong Kong), a diverse team of AI, cyborgs and unmodified humans, must investigate cases of corruption and terrorism. Major Motoko Kusanagi has full-body prosthetics, owing to a childhood accident. She, her second in command Batou and information specialist Ishikawa have been assigned an important task: to investigate a hacker known only as ""The Puppetmaster."" But as Motoko and her team discover, things are never so simple. Ghost in the Shell is a futuristic thriller with intense action scenes mixed with slower artistic sequences and many philosophical questions about one's soul, gender and human identity in such an advanced age of technology.","Mamoru Oshii's Ghost in the Shell was the first film to adapt Masumane Shirow's manga of the same name. It heavily condenses the original storyline, reducing the original material's comic relief and sexual content in favor of a more serious tone and changing the setting from Japan to a city modelled after Hong Kong. The artwork within the animated film was produced using an innovative mix of cel animation and digital effects. Ghost in the Shell is one of the world's most famous Japanese animated films, being the first to reach #1 on Billboard magazine's video best-seller list, and also served as a major inspiration for the Wachowskis in their creation of the Matrix movies. A special edition titled Ghost in the Shell: 2.0 was released in 2008, which features scenes reanimated with additional CGI to match the style of the 2004's sequel, Ghost in the Shell: Innocence.",,,"{'Adaptation': [{'mal_id': 1023, 'type': 'manga', 'name': 'Koukaku Kidoutai: The Ghost in the Shell', 'url': 'https://myanimelist.net/manga/1023/Koukaku_Kidoutai__The_Ghost_in_the_Shell'}], 'Alternative setting': [{'mal_id': 467, 'type': 'anime', 'name': 'Ghost in the Shell: Stand Alone Complex', 'url': 'https://myanimelist.net/anime/467/Ghost_in_the_Shell__Stand_Alone_Complex'}, {'mal_id': 27411, 'type': 'anime', 'name': 'Ghost in the Shell (2015)', 'url': 'https://myanimelist.net/anime/27411/Ghost_in_the_Shell_2015'}, {'mal_id': 38799, 'type': 'anime', 'name': 'Ghost in the Shell: SAC_2045', 'url': 'https://myanimelist.net/anime/38799/Ghost_in_the_Shell__SAC_2045'}], 'Sequel': [{'mal_id': 468, 'type': 'anime', 'name': 'Ghost in the Shell 2: Innocence', 'url': 'https://myanimelist.net/anime/468/Ghost_in_the_Shell_2__Innocence'}], 'Alternative version': [{'mal_id': 4672, 'type': 'anime', 'name': 'Ghost in the Shell 2.0', 'url': 'https://myanimelist.net/anime/4672/Ghost_in_the_Shell_20'}]}"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,るろうに剣心―明治剣客浪漫譚―追憶編,"['Rurouni Kenshin: Tsuiokuhen', 'Rurouni Kenshin: Reminiscence']",OVA,Manga,['Aniplex'],"['Action', 'Historical', 'Drama', 'Romance', 'Martial Arts', 'Samurai', 'Shounen']",['Studio Deen'],4,Finished Airing,FALSE,"{'from': '1999-02-20T00:00:00+00:00', 'to': '1999-09-22T00:00:00+00:00', 'prop': {'from': {'day': 20, 'month': 2, 'year': 1999}, 'to': {'day': 22, 'month': 9, 'year': 1999}}, 'string': 'Feb 20, 1999 to Sep 22, 1999'}",30 min per ep,R - 17+ (violence & profanity),8.78,94681,31,504,180923,4986,"When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute. Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man’s heart is divided between justice and corruption, while the fate of a nation rests on his actions. [Written by MAL Rewrite]",,,,"{'Adaptation': [{'mal_id': 22, 'type': 'manga', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'url': 'https://myanimelist.net/manga/22/Rurouni_Kenshin__Meiji_Kenkaku_Romantan'}], 'Sequel': [{'mal_id': 45, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'url': 'https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan'}]}"
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,るろうに剣心 -明治剣客浪漫譚-,['Samurai X'],TV,Manga,"['Aniplex', 'SME Visual Works', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai', 'Shounen']","['Studio Gallop', 'Studio Deen']",94,Finished Airing,FALSE,"{'from': '1996-01-10T00:00:00+00:00', 'to': '1998-09-08T00:00:00+00:00', 'prop': {'from': {'day': 10, 'month': 1, 'year': 1996}, 'to': {'day': 8, 'month': 9, 'year': 1998}}, 'string': 'Jan 10, 1996 to Sep 8, 1998'}",25 min per ep,PG-13 - Teens 13 or older,8.39,143693,182,265,296561,9044,"In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans. Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels. Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals? [Written by MAL Rewrite]",,Winter 1996,Wednesdays at 19:30 (JST),"{'Adaptation': [{'mal_id': 22, 'type': 'manga', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'url': 'https://myanimelist.net/manga/22/Rurouni_Kenshin__Meiji_Kenkaku_Romantan'}], 'Prequel': [{'mal_id': 44, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen', 'url': 'https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen'}], 'Side story': [{'mal_id': 46, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka', 'url': 'https://myanimelist.net/anime/46/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Ishinshishi_e_no_Chinkonka'}, {'mal_id': 4664, 'type': 'anime', 'name': 'Rurouni Kenshin: Special Techniques', 'url': 'https://myanimelist.net/anime/4664/Rurouni_Kenshin__Special_Techniques'}, {'mal_id': 9716, 'type': 'anime', 'name': 'Rurouni Kenshin: Review Special', 'url': 'https://myanimelist.net/anime/9716/Rurouni_Kenshin__Review_Special'}, {'mal_id': 12067, 'type': 'anime', 'name': 'Rurouni Kenshin Special', 'url': 'https://myanimelist.net/anime/12067/Rurouni_Kenshin_Special'}], 'Sequel': [{'mal_id': 401, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen', 'url': 'https://myanimelist.net/anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen'}], 'Alternative version': [{'mal_id': 6591, 'type': 'anime', 'name': 'Rurouni Kenshin DVD-BOX Special Ending', 'url': 'https://myanimelist.net/anime/6591/Rurouni_Kenshin_DVD-BOX_Special_Ending'}, {'mal_id': 11441, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen', 'url': 'https://myanimelist.net/anime/11441/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Shin_Kyoto-hen'}], 'Summary': [{'mal_id': 10334, 'type': 'anime', 'name': 'Rurouni Kenshin Recap', 'url': 'https://myanimelist.net/anime/10334/Rurouni_Kenshin_Recap'}], 'Other': [{'mal_id': 37537, 'type': 'anime', 'name': 'Sobakasu', 'url': 'https://myanimelist.net/anime/37537/Sobakasu'}]}"
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,"['Rurouni Kenshin: Ishinshishi e no Requiem', 'Kenshin - Samurai X', 'Rurouni Kenshin Movie', 'Rurouni Kenshin - Requiem for the Restoration Royalists', 'Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem']",Movie,Manga,"['Fuji TV', 'Sony Music Entertainment']","['Samurai', 'Historical', 'Drama', 'Shounen']",['Studio Gallop'],1,Finished Airing,FALSE,"{'from': '1997-12-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 20, 1997'}",1 hr 31 min,R - 17+ (violence & profanity),7.62,21576,1325,1984,38686,97,"The war against the Tokugawa Shogunate ended years ago. But there are some who are not happy with the outcome. Shigure Takimi watched his friends and family get slashed down in the name of freedom and prosperity. Now he and a band of desperate rebels have sworn to settle one final score. Only one man stands in their way: Kenshin Himura. But when Shigure discovers Kenshin's true identity as the Hitokiri Battousai, his fight becomes a personal vendetta. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 45, 'type': 'anime', 'name': 'Rurouni Kenshin: Meiji Kenkaku Romantan', 'url': 'https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan'}]}"
47,Akira,AKIRA,AKIRA（アキラ）,[],Movie,Manga,"['Mainichi Broadcasting System', 'Kodansha', 'Toho']","['Action', 'Military', 'Sci-Fi', 'Adventure', 'Horror', 'Supernatural', 'Seinen']",['Tokyo Movie Shinsha'],1,Finished Airing,FALSE,"{'from': '1988-07-16T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 16, 1988'}",2 hr 4 min,R+ - Mild Nudity,8.17,214961,356,193,351163,5845,"Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns."" During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees. [Written by MAL Rewrite]","Akira won the Silver Scream Award, the audience award of the Amsterdam-based Imagine Film Festival, in 1992 and was nominated for the American Anime Awards' Best Anime Feature award in 2007.",,,"{'Adaptation': [{'mal_id': 664, 'type': 'manga', 'name': 'Akira', 'url': 'https://myanimelist.net/manga/664/Akira'}]}"
48,.hack//Sign,.hack//Sign,.hack//SIGN,[],TV,Original,"['Bandai Visual', 'Yomiko Advertising', 'Bandai', 'CyberConnect2']","['Game', 'Sci-Fi', 'Adventure', 'Mystery', 'Magic', 'Fantasy']",['Bee Train'],26,Finished Airing,FALSE,"{'from': '2002-04-04T00:00:00+00:00', 'to': '2002-09-26T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 4, 'year': 2002}, 'to': {'day': 26, 'month': 9, 'year': 2002}}, 'string': 'Apr 4, 2002 to Sep 26, 2002'}",24 min per ep,PG-13 - Teens 13 or older,7.08,63557,3341,704,135481,1229,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way. As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand. [Written by MAL Rewrite]",,Spring 2002,Thursdays at Unknown,"{'Sequel': [{'mal_id': 298, 'type': 'anime', 'name': '.hack//Tasogare no Udewa Densetsu', 'url': 'https://myanimelist.net/anime/298/hack__Tasogare_no_Udewa_Densetsu'}, {'mal_id': 873, 'type': 'anime', 'name': '.hack//Roots', 'url': 'https://myanimelist.net/anime/873/hack__Roots'}, {'mal_id': 1143, 'type': 'anime', 'name': '.hack//Intermezzo', 'url': 'https://myanimelist.net/anime/1143/hack__Intermezzo'}, {'mal_id': 1487, 'type': 'anime', 'name': '.hack//Unison', 'url': 'https://myanimelist.net/anime/1487/hack__Unison'}], 'Alternative setting': [{'mal_id': 299, 'type': 'anime', 'name': '.hack//Liminality', 'url': 'https://myanimelist.net/anime/299/hack__Liminality'}], 'Side story': [{'mal_id': 454, 'type': 'anime', 'name': '.hack//Gift', 'url': 'https://myanimelist.net/anime/454/hack__Gift'}], 'Other': [{'mal_id': 9332, 'type': 'anime', 'name': '.hack//Quantum', 'url': 'https://myanimelist.net/anime/9332/hack__Quantum'}, {'mal_id': 11375, 'type': 'anime', 'name': '.hack//The Movie: Sekai no Mukou ni', 'url': 'https://myanimelist.net/anime/11375/hack__The_Movie__Sekai_no_Mukou_ni'}]}"
50,Aa! Megami-sama! (TV),Ah! My Goddess,ああっ女神さまっ,['Ah! My Goddess! (TV)'],TV,Manga,"['Bandai Visual', 'TBS']","['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']",['AIC'],24,Finished Airing,FALSE,"{'from': '2005-01-07T00:00:00+00:00', 'to': '2005-07-08T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 1, 'year': 2005}, 'to': {'day': 8, 'month': 7, 'year': 2005}}, 'string': 'Jan 7, 2005 to Jul 8, 2005'}",24 min per ep,PG-13 - Teens 13 or older,7.42,59169,1949,824,117198,1035,"In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted. Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance. [Written by MAL Rewrite]",,Winter 2005,Unknown,"{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama'}], 'Alternative version': [{'mal_id': 49, 'type': 'anime', 'name': 'Aa! Megami-sama!', 'url': 'https://myanimelist.net/anime/49/Aa_Megami-sama'}], 'Spin-off': [{'mal_id': 303, 'type': 'anime', 'name': 'Aa! Megami-sama!: Chichaitte Koto wa Benri da ne', 'url': 'https://myanimelist.net/anime/303/Aa_Megami-sama__Chichaitte_Koto_wa_Benri_da_ne'}], 'Sequel': [{'mal_id': 880, 'type': 'anime', 'name': 'Aa! Megami-sama!: Sorezore no Tsubasa', 'url': 'https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa'}], 'Side story': [{'mal_id': 1003, 'type': 'anime', 'name': 'Aa! Megami-sama! (TV) Specials', 'url': 'https://myanimelist.net/anime/1003/Aa_Megami-sama_TV_Specials'}]}"
51,Tenshi Kinryouku,Angel Sanctuary,天使禁猟区,[],OVA,Manga,"['Bandai Visual', 'AIC', 'Lantis', 'Audio Tanaka']","['Action', 'Drama', 'Romance', 'Shoujo', 'Supernatural']",['Hal Film Maker'],3,Finished Airing,FALSE,"{'from': '2000-05-25T00:00:00+00:00', 'to': '2000-08-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 5, 'year': 2000}, 'to': {'day': 25, 'month': 8, 'year': 2000}}, 'string': 'May 25, 2000 to Aug 25, 2000'}",30 min per ep,R+ - Mild Nudity,6.4,23620,6216,1933,40458,202,"Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down. Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself. As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?",,,,"{'Adaptation': [{'mal_id': 448, 'type': 'manga', 'name': 'Tenshi Kinryouku', 'url': 'https://myanimelist.net/manga/448/Tenshi_Kinryouku'}]}"
53,Ai Yori Aoshi,Ai Yori Aoshi,藍より青し,['Bluer Than Indigo'],TV,Manga,"['Movic', 'Fuji TV', 'Pioneer LDC', 'Cosmic Ray']","['Harem', 'Slice of Life', 'Comedy', 'Drama', 'Romance']",['J.C.Staff'],24,Finished Airing,FALSE,"{'from': '2002-04-11T00:00:00+00:00', 'to': '2002-09-26T00:00:00+00:00', 'prop': {'from': {'day': 11, 'month': 4, 'year': 2002}, 'to': {'day': 26, 'month': 9, 'year': 2002}}, 'string': 'Apr 11, 2002 to Sep 26, 2002'}",23 min per ep,PG-13 - Teens 13 or older,7.2,40592,2844,1139,81572,415,"Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kauru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.",,Spring 2002,Unknown,"{'Adaptation': [{'mal_id': 75, 'type': 'manga', 'name': 'Ai yori Aoshi', 'url': 'https://myanimelist.net/manga/75/Ai_yori_Aoshi'}], 'Sequel': [{'mal_id': 394, 'type': 'anime', 'name': 'Ai Yori Aoshi: Enishi', 'url': 'https://myanimelist.net/anime/394/Ai_Yori_Aoshi__Enishi'}], 'Side story': [{'mal_id': 6709, 'type': 'anime', 'name': 'Ai Yori Aoshi: Yumegatari', 'url': 'https://myanimelist.net/anime/6709/Ai_Yori_Aoshi__Yumegatari'}]}"
54,Appleseed (Movie),,アップルシード,['Appleseed (2004)'],Movie,Manga,"['Mainichi Broadcasting System', 'Toho', 'TYO Animations', 'TYO']","['Action', 'Military', 'Sci-Fi', 'Police', 'Drama', 'Mecha', 'Shounen']",['Digital Frontier'],1,Finished Airing,FALSE,"{'from': '2004-04-17T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 17, 2004'}",1 hr 45 min,R - 17+ (violence & profanity),7.18,34723,2935,1517,57811,158,"Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. (Source: ANN)",,,,"{'Alternative version': [{'mal_id': 937, 'type': 'anime', 'name': 'Appleseed', 'url': 'https://myanimelist.net/anime/937/Appleseed'}, {'mal_id': 22677, 'type': 'anime', 'name': 'Appleseed Alpha', 'url': 'https://myanimelist.net/anime/22677/Appleseed_Alpha'}], 'Sequel': [{'mal_id': 2969, 'type': 'anime', 'name': 'Appleseed Saga Ex Machina', 'url': 'https://myanimelist.net/anime/2969/Appleseed_Saga_Ex_Machina'}]}"
55,Arc the Lad,,アークザラッド,['Arc'],TV,Game,"['Sony Pictures Entertainment', 'Aniplex']","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",['Bee Train'],26,Finished Airing,FALSE,"{'from': '1999-04-05T00:00:00+00:00', 'to': '1999-09-11T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 4, 'year': 1999}, 'to': {'day': 11, 'month': 9, 'year': 1999}}, 'string': 'Apr 5, 1999 to Sep 11, 1999'}",22 min per ep,R - 17+ (violence & profanity),6.59,4474,5373,3623,12444,16,"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies. (Source: ANN)",,Spring 1999,Mondays at 19:00 (JST),{}
56,Avenger,,アヴェンジャー,[],TV,Original,['Production I.G'],"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']","['Bee Train', 'Xebec']",13,Finished Airing,FALSE,"{'from': '2003-10-02T00:00:00+00:00', 'to': '2003-12-25T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 10, 'year': 2003}, 'to': {'day': 25, 'month': 12, 'year': 2003}}, 'string': 'Oct 2, 2003 to Dec 25, 2003'}",24 min per ep,R - 17+ (violence & profanity),5.96,5451,7805,3427,14237,19,"Mars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.",,Fall 2003,Unknown,{}
57,Beck,Beck: Mongolian Chop Squad,ベック,['BECK'],TV,Manga,"['Marvelous', 'Starchild Records', 'Asatsu DK', 'Kodansha']","['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']",['Madhouse'],26,Finished Airing,FALSE,"{'from': '2004-10-07T00:00:00+00:00', 'to': '2005-03-31T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 10, 'year': 2004}, 'to': {'day': 31, 'month': 3, 'year': 2005}}, 'string': 'Oct 7, 2004 to Mar 31, 2005'}",25 min per ep,R - 17+ (violence & profanity),8.36,91614,197,448,198237,6022,"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan. [Written by MAL Rewrite]",,Fall 2004,Thursdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 145, 'type': 'manga', 'name': 'Beck', 'url': 'https://myanimelist.net/manga/145/Beck'}]}"
